City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,Almaznyy,48.0448,40.045,17.74,96,66,8.21,RU,2022-01-20 19:25:55
276,Rangoon,16.8053,96.1561,75.16,94,40,5.75,MM,2022-01-20 19:20:57
277,Yar-Sale,66.8333,70.8333,14.25,88,91,20.96,RU,2022-01-20 19:25:55
278,Lincoln,40.8,-96.667,16.02,47,0,3.0,US,2022-01-20 19:25:37
279,Waingapu,-9.6567,120.2641,77.59,86,100,8.3,ID,2022-01-20 19:25:55
280,Vila,42.0304,-8.1588,41.88,69,0,4.61,PT,2022-01-20 19:25:56
281,Les Ponts-De-Ce,47.4231,-0.5248,43.14,77,7,9.62,FR,2022-01-20 19:25:56
282,Rudolstadt,50.7167,11.3333,34.47,91,100,15.21,DE,2022-01-20 19:25:56
283,Piacabucu,-10.4056,-36.4344,84.34,65,0,10.78,BR,2022-01-20 19:24:36
284,Cap-Aux-Meules,47.3821,-61.8597,24.85,74,100,17.27,CA,2022-01-20 19:25:57
285,Iberia,29.9502,-91.7507,40.05,87,100,19.57,US,2022-01-20 19:25:57
286,Tautira,-17.7333,-149.15,84.22,78,100,21.74,PF,2022-01-20 19:25:58
287,Mpanda,-6.3655,31.0409,65.44,94,100,1.86,TZ,2022-01-20 19:25:58
288,Jinchang,38.4953,102.1739,24.37,42,81,1.19,CN,2022-01-20 19:25:58
289,Popondetta,-8.7537,148.2534,73.65,97,100,2.91,PG,2022-01-20 19:25:59
290,Vestmannaeyjar,63.4427,-20.2734,46.72,91,100,16.31,IS,2022-01-20 19:25:59
291,Dzhebariki-Khaya,62.2167,135.8,-43.44,100,70,1.66,RU,2022-01-20 19:26:00
292,Batemans Bay,-35.7167,150.1833,64.2,86,97,3.2,AU,2022-01-20 19:26:00
293,East London,-33.0153,27.9116,77.13,87,83,14.97,ZA,2022-01-20 19:23:01
294,Faanui,-16.4833,-151.75,81.32,77,100,22.48,PF,2022-01-20 19:26:01
295,Sangar,63.9242,127.4739,-31.23,95,78,7.0,RU,2022-01-20 19:26:01
296,Dillon,34.4166,-79.3712,66.81,68,100,8.46,US,2022-01-20 19:25:59
297,Alta Floresta,-9.8756,-56.0861,78.62,78,40,3.44,BR,2022-01-20 19:26:01
298,Dvinskoy,62.1535,45.1175,27.03,93,100,8.77,RU,2022-01-20 19:26:02
299,Yanam,16.7333,82.2167,66.81,96,7,2.55,IN,2022-01-20 19:26:02
300,Victoria,22.2855,114.1577,64.38,83,95,3.0,HK,2022-01-20 19:22:03
301,Codrington,-38.2667,141.9667,59.41,62,0,6.4,AU,2022-01-20 19:26:02
302,Foshan,23.0268,113.1315,61.09,53,16,1.68,CN,2022-01-20 19:26:02
303,Rantepao,-2.9701,119.8978,66.92,97,100,2.75,ID,2022-01-20 19:26:03
304,Aswan,24.0934,32.907,54.7,32,0,10.36,EG,2022-01-20 19:26:03
305,Trairi,-3.2778,-39.2689,82.81,70,88,11.03,BR,2022-01-20 19:26:03
306,Auki,-8.7676,160.7034,76.12,94,100,4.09,SB,2022-01-20 19:26:03
307,Derzhavinsk,51.1,66.3167,6.17,89,100,8.05,KZ,2022-01-20 19:26:04
308,Tiznit,29.5833,-9.5,59.43,24,100,4.52,MA,2022-01-20 19:25:52
309,Coffs Harbour,-30.3,153.1333,66.47,92,100,10.36,AU,2022-01-20 19:24:34
310,Komsomolskiy,40.4272,71.7189,35.02,80,0,2.3,UZ,2022-01-20 19:26:04
311,Katsuura,35.1333,140.3,37.18,49,0,20.94,JP,2022-01-20 19:26:04
312,Varkkallai,8.7341,76.7067,80.38,83,100,3.24,IN,2022-01-20 19:26:05
313,Tuktoyaktuk,69.4541,-133.0374,-22.0,69,75,14.97,CA,2022-01-20 19:26:05
314,Mount Isa,-20.7333,139.5,76.77,94,100,4.61,AU,2022-01-20 19:26:05
315,Mecca,21.4267,39.8261,64.42,45,0,9.64,SA,2022-01-20 19:26:06
316,Marsala,37.7966,12.4352,51.93,71,40,8.05,IT,2022-01-20 19:26:06
317,Batagay-Alyta,67.8006,130.4114,-14.3,85,100,5.17,RU,2022-01-20 19:26:06
318,Mirnyy,62.5353,113.9611,2.68,96,99,5.41,RU,2022-01-20 19:21:23
319,Samfya,-11.3649,29.5565,66.6,86,100,3.49,ZM,2022-01-20 19:26:06
320,Evensk,61.95,159.2333,-6.32,70,1,8.08,RU,2022-01-20 19:27:07
321,Zhovtneve,50.6637,24.2492,26.62,86,90,20.54,UA,2022-01-20 19:27:07
322,San Felipe,10.3399,-68.7425,85.48,54,77,8.7,VE,2022-01-20 19:27:07
323,Iskateley,67.6803,53.1512,18.77,93,99,18.5,RU,2022-01-20 19:27:07
324,Ferrol,43.4832,-8.2369,51.67,80,6,16.44,ES,2022-01-20 19:27:08
325,Buchanan,5.8808,-10.0467,82.36,76,100,8.66,LR,2022-01-20 19:27:08
326,Freeport,40.6576,-73.5832,35.98,73,100,3.0,US,2022-01-20 19:22:22
327,Majene,-3.5403,118.9707,76.08,94,100,7.09,ID,2022-01-20 19:27:08
328,Cabo San Lucas,22.8909,-109.9124,76.51,76,100,3.0,MX,2022-01-20 19:24:09
329,Bowen,-20.0167,148.2333,73.62,72,100,16.98,AU,2022-01-20 19:27:08
330,Tecoanapa,16.5167,-98.75,81.5,69,0,9.01,MX,2022-01-20 19:27:09
331,Quimperle,47.8667,-3.55,44.08,84,0,5.75,FR,2022-01-20 19:27:09
332,Pangnirtung,66.1451,-65.7125,-22.0,76,20,0.0,CA,2022-01-20 19:27:09
333,Fortuna,40.5982,-124.1573,57.92,90,75,3.0,US,2022-01-20 19:25:14
334,Zalantun,48.0,122.7167,-5.1,92,100,1.92,CN,2022-01-20 19:27:10
335,Miraflores,19.2167,-98.8083,68.76,31,85,3.22,MX,2022-01-20 19:27:10
336,Cockeysville,39.4812,-76.6439,36.16,82,100,1.99,US,2022-01-20 19:27:10
337,Boone,39.0334,-92.3335,18.37,76,5,3.0,US,2022-01-20 19:27:10
338,Chachapoyas,-6.2317,-77.869,65.17,74,75,4.23,PE,2022-01-20 19:27:11
339,Morondava,-20.2833,44.2833,77.58,84,8,11.05,MG,2022-01-20 19:27:11
340,Rosario,-32.9468,-60.6393,97.07,56,0,4.0,AR,2022-01-20 19:27:11
341,Emirdag,39.0197,31.15,22.44,64,0,7.05,TR,2022-01-20 19:27:12
342,Lamar,33.6668,-95.5836,37.06,34,0,18.41,US,2022-01-20 19:27:12
343,Pictou,45.6834,-62.7153,30.09,93,100,16.11,CA,2022-01-20 19:27:12
344,Otane,-39.8833,176.6333,61.39,79,1,1.48,NZ,2022-01-20 19:27:13
345,Bandarbeyla,9.4942,50.8122,77.31,70,26,14.27,SO,2022-01-20 19:25:18
346,Napierville,45.1865,-73.4047,10.42,62,100,1.99,CA,2022-01-20 19:27:13
347,Margate,51.3813,1.3862,37.96,80,92,21.39,GB,2022-01-20 19:27:13
348,Grindavik,63.8424,-22.4338,46.87,93,100,28.77,IS,2022-01-20 19:27:13
349,Mount Gambier,-37.8333,140.7667,64.31,59,0,8.05,AU,2022-01-20 19:27:01
350,Cherskiy,68.75,161.3,-38.2,99,31,1.63,RU,2022-01-20 19:27:14
351,Nishihara,26.1842,127.7558,58.28,70,40,6.91,JP,2022-01-20 19:27:14
352,Vung Tau,10.346,107.0843,75.2,83,41,14.43,VN,2022-01-20 19:24:53
353,Silver City,32.7701,-108.2803,49.32,55,0,5.01,US,2022-01-20 19:27:14
354,Castro,-24.7911,-50.0119,80.17,62,75,3.33,BR,2022-01-20 19:27:15
355,Mwense,-10.3845,28.698,66.83,95,76,1.5,ZM,2022-01-20 19:27:15
356,Baykit,61.67,96.37,6.8,99,100,2.28,RU,2022-01-20 19:27:15
357,Muroto,33.2833,134.15,41.49,57,16,14.12,JP,2022-01-20 19:27:16
358,Wahiawa,21.5028,-158.0236,74.46,85,83,2.73,US,2022-01-20 19:27:16
359,Sumenep,-7.0167,113.8667,74.5,94,100,4.59,ID,2022-01-20 19:27:16
360,Monrovia,6.3005,-10.7969,82.17,74,100,9.55,LR,2022-01-20 19:27:16
361,Madimba,-10.4,40.3333,79.99,80,95,5.55,TZ,2022-01-20 19:27:13
362,Shahr-E Babak,30.1165,55.1186,37.33,58,0,8.75,IR,2022-01-20 19:27:17
363,Arrecife,28.963,-13.5477,68.07,55,0,11.5,ES,2022-01-20 19:27:17
364,Ojinaga,29.5667,-104.4167,38.35,75,100,14.97,MX,2022-01-20 19:27:17
365,Coahuayana,18.7333,-103.6833,89.08,41,72,6.69,MX,2022-01-20 19:28:17
366,Port Augusta,-32.5,137.7667,80.71,53,100,13.69,AU,2022-01-20 19:28:18
367,Rundu,-17.9333,19.7667,68.81,81,82,5.55,NA,2022-01-20 19:28:18
368,Ergani,38.2653,39.7621,16.52,81,0,6.42,TR,2022-01-20 19:28:18
369,Nador,35.174,-2.9287,53.85,76,0,2.3,MA,2022-01-20 19:28:19
370,College,64.8569,-147.8028,-4.41,76,20,0.0,US,2022-01-20 19:28:19
371,San Cristobal,7.7669,-72.225,82.58,43,100,6.2,VE,2022-01-20 19:28:19
372,Petropavlovsk-Kamchatskiy,53.0452,158.6483,25.39,59,75,13.42,RU,2022-01-20 19:27:15
373,Dingle,10.9995,122.6711,72.7,95,67,7.07,PH,2022-01-20 19:28:20
374,Fort Frances,48.5999,-93.4003,-4.85,76,0,3.0,CA,2022-01-20 19:28:20
375,Kota Bahru,6.1333,102.2386,75.15,94,20,0.0,MY,2022-01-20 19:28:20
376,Arandis,-22.4167,14.9667,64.47,81,100,7.09,NA,2022-01-20 19:28:20
377,Alofi,-19.0595,-169.9187,82.29,74,72,16.11,NU,2022-01-20 19:28:20
378,Apatity,67.5641,33.4031,8.83,93,88,3.4,RU,2022-01-20 19:28:21
379,Kholmogory,64.2229,41.656,33.91,98,100,8.97,RU,2022-01-20 19:28:21
380,Ust-Tsilma,65.441,52.1498,20.01,93,100,10.36,RU,2022-01-20 19:28:21
381,Coihaique,-45.5752,-72.0662,73.51,43,75,5.75,CL,2022-01-20 19:28:21
382,Teguise,29.0605,-13.564,62.82,55,0,11.5,ES,2022-01-20 19:28:22
383,Buraydah,26.326,43.975,46.85,47,0,13.76,SA,2022-01-20 19:28:22
384,Yerbogachen,61.2767,108.0108,7.86,96,100,5.7,RU,2022-01-20 19:28:22
385,Souillac,-20.5167,57.5167,81.36,89,40,11.5,MU,2022-01-20 19:28:23
386,Seddon,-37.8068,144.8916,67.08,78,0,5.75,AU,2022-01-20 19:28:23
387,Yumen,40.2833,97.2,23.92,40,1,8.08,CN,2022-01-20 19:28:23
388,Ust-Maya,60.4167,134.5333,-38.36,100,54,1.86,RU,2022-01-20 19:28:24
389,Zaysan,47.4667,84.8667,4.75,92,96,3.96,KZ,2022-01-20 19:28:24
390,Lakatoro,-16.0999,167.4164,81.21,82,89,0.51,VU,2022-01-20 19:28:24
391,Bushenyi,-0.5853,30.2114,62.17,86,99,0.92,UG,2022-01-20 19:28:24
392,Eureka,40.8021,-124.1637,56.17,89,22,1.99,US,2022-01-20 19:28:25
393,Sao Joao Dos Patos,-6.495,-43.7022,86.68,53,7,5.66,BR,2022-01-20 19:28:25
394,Ahipara,-35.1667,173.1667,64.53,63,56,8.08,NZ,2022-01-20 19:28:25
395,Evanston,42.0411,-87.6901,20.1,51,20,5.01,US,2022-01-20 19:28:26
396,Chibuto,-24.6867,33.5306,69.69,76,70,5.26,MZ,2022-01-20 19:28:26
397,Moree,-29.4667,149.85,60.82,77,0,8.05,AU,2022-01-20 19:28:26
398,Kharitonovo,61.4009,47.4978,23.38,92,100,9.6,RU,2022-01-20 19:28:26
399,Klyuchi,52.2667,79.1667,-6.59,100,78,3.09,RU,2022-01-20 19:28:27
400,Bangui,4.3612,18.555,80.78,44,70,0.0,CF,2022-01-20 19:28:27
401,Cortez,37.3489,-108.5859,44.37,44,0,0.0,US,2022-01-20 19:28:27
402,Lokosovo,61.1333,74.8167,14.79,94,91,8.23,RU,2022-01-20 19:28:27
403,Ewa Beach,21.3156,-158.0072,77.68,73,0,3.0,US,2022-01-20 19:28:08
404,Araguaina,-7.1911,-48.2072,82.9,70,91,1.41,BR,2022-01-20 19:23:28
405,Qianguo,45.1171,124.8568,-9.8,98,100,3.31,CN,2022-01-20 19:28:28
406,Matara,5.9485,80.5353,76.14,81,27,5.19,LK,2022-01-20 19:28:28
407,Katherine,-14.4667,132.2667,80.92,78,100,2.3,AU,2022-01-20 19:28:28
408,Bud,39.447,-86.1758,25.68,65,100,10.27,US,2022-01-20 19:28:28
409,Palmer,42.1584,-72.3287,35.92,44,40,3.0,US,2022-01-20 19:28:29
410,Dunedin,-45.8742,170.5036,58.8,72,99,10.0,NZ,2022-01-20 19:24:14
411,Namibe,-15.1961,12.1522,71.62,80,100,7.11,AO,2022-01-20 19:29:29
412,Ihosy,-22.4,46.1167,65.59,88,90,8.46,MG,2022-01-20 19:29:29
413,Mizur,42.8531,44.0531,11.62,85,33,6.26,RU,2022-01-20 19:29:29
414,Santo Andre,-23.6639,-46.5383,87.37,68,40,13.8,BR,2022-01-20 19:29:30
415,Hamilton,39.1834,-84.5333,29.64,51,75,3.0,US,2022-01-20 19:28:43
416,Kariba,-16.5167,28.8,70.84,85,52,5.57,ZW,2022-01-20 19:29:30
417,Havoysund,70.9963,24.6622,34.03,76,100,26.91,NO,2022-01-20 19:29:30
418,Mwingi,-0.9344,38.0601,69.67,61,100,3.0,KE,2022-01-20 19:29:30
419,Xochihuehuetlan,17.9167,-98.4333,79.63,39,36,4.03,MX,2022-01-20 19:29:31
420,Bone,51.9669,12.1396,33.91,82,11,15.68,DE,2022-01-20 19:29:31
421,Smithfield,41.922,-71.5495,36.9,78,75,3.0,US,2022-01-20 19:29:31
422,Rock Sound,24.9,-76.2,75.47,79,11,11.16,BS,2022-01-20 19:29:32
423,Leningradskiy,69.3833,178.4167,-35.07,92,11,1.86,RU,2022-01-20 19:29:32
424,Oksovskiy,62.6062,39.8984,30.6,94,100,9.17,RU,2022-01-20 19:29:32
425,Pran Buri,12.3847,99.9098,72.55,88,59,6.8,TH,2022-01-20 19:29:33
426,Boqueirao,-7.5,-36.1333,90.95,24,4,8.86,BR,2022-01-20 19:29:33
427,Manyana,-23.4,21.7167,80.49,36,100,8.08,BW,2022-01-20 19:29:33
428,Bouloupari,-21.8667,166.05,79.95,89,57,6.93,NC,2022-01-20 19:29:34
429,Ngunguru,-35.6167,174.5,63.16,64,95,7.36,NZ,2022-01-20 19:29:34
430,Bubaque,11.2833,-15.8333,78.85,76,100,13.02,GW,2022-01-20 19:29:34
431,Bunia,1.5667,30.25,69.67,66,94,1.81,CD,2022-01-20 19:29:34
432,Taoudenni,22.6783,-3.9836,68.54,15,2,9.4,ML,2022-01-20 19:29:35
433,Kruisfontein,-34.0033,24.7314,68.88,89,0,16.49,ZA,2022-01-20 19:29:35
434,Belmonte,-15.8631,-38.8828,82.9,65,12,9.17,BR,2022-01-20 19:29:35
435,Kirovskiy,45.0917,133.5136,-18.49,100,96,1.97,RU,2022-01-20 19:29:36
436,Kaili,-3.4626,120.2147,66.25,98,100,2.26,ID,2022-01-20 19:29:36
437,Lithgow,-33.4833,150.15,55.08,92,100,10.09,AU,2022-01-20 19:29:36
438,Punta Alta,-38.8759,-62.0736,72.5,81,100,8.19,AR,2022-01-20 19:27:21
439,Eston,51.1501,-108.7514,22.89,89,100,11.1,CA,2022-01-20 19:29:36
440,Ushibuka,32.1906,130.0228,42.08,67,1,13.04,JP,2022-01-20 19:29:37
441,Jijiga,9.35,42.8,61.3,82,8,17.65,ET,2022-01-20 19:29:37
442,Eau Claire,44.8114,-91.4985,3.92,62,0,1.01,US,2022-01-20 19:29:37
443,Ixtapa,20.7,-105.2,79.83,44,100,5.75,MX,2022-01-20 19:29:37
444,Puerto Escondido,15.85,-97.0667,85.03,61,0,9.22,MX,2022-01-20 19:29:38
445,Tuatapere,-46.1333,167.6833,55.81,87,98,9.13,NZ,2022-01-20 19:29:38
446,Acevedo,1.8361,-75.855,77.27,65,40,4.63,CO,2022-01-20 19:29:38
447,Turbat,26.0023,63.044,70.65,84,0,6.38,PK,2022-01-20 19:29:38
448,Tamandare,-8.7597,-35.1047,83.53,67,1,9.08,BR,2022-01-20 19:29:39
449,Hervey Bay,-25.2986,152.8535,73.02,88,99,7.0,AU,2022-01-20 19:29:39
450,Linhares,-19.3911,-40.0722,83.14,65,65,7.47,BR,2022-01-20 19:28:42
451,Ocos,14.5094,-92.1933,93.7,64,0,11.3,GT,2022-01-20 19:29:39
452,Kondinskoye,59.6481,67.41,16.5,92,100,10.71,RU,2022-01-20 19:29:40
453,Bellevue,47.6104,-122.2007,53.78,89,100,4.0,US,2022-01-20 19:29:40
454,Great Yarmouth,52.6083,1.7305,38.95,74,87,16.53,GB,2022-01-20 19:29:40
455,Sawakin,19.1059,37.3321,70.61,58,35,12.97,SD,2022-01-20 19:29:41
456,Saint-Augustin,51.226,-58.6502,11.95,92,100,7.23,CA,2022-01-20 19:29:41
457,Malangali,-8.5667,34.85,62.73,95,100,2.46,TZ,2022-01-20 19:29:41
458,Jiuquan,39.7432,98.5174,24.28,40,30,3.94,CN,2022-01-20 19:30:42
459,San Lawrenz,36.0553,14.204,52.86,75,24,12.53,MT,2022-01-20 19:30:42
460,Soavinandriana,-19.1667,46.7333,59.41,96,100,3.29,MG,2022-01-20 19:30:42
461,Khilok,51.3674,110.4676,1.74,99,100,0.72,RU,2022-01-20 19:30:42
462,Haines Junction,60.7522,-137.5108,10.35,72,100,8.05,CA,2022-01-20 19:30:43
463,Pitimbu,-7.4706,-34.8086,86.59,72,13,11.68,BR,2022-01-20 19:30:43
464,Shiyan,32.6475,110.7781,31.08,93,99,3.02,CN,2022-01-20 19:30:43
465,Alice Springs,-23.7,133.8833,78.35,78,93,6.91,AU,2022-01-20 19:28:06
466,Vite,17.2833,74.55,69.91,38,27,4.74,IN,2022-01-20 19:30:44
467,Vanimo,-2.6741,141.3028,76.64,89,100,1.66,PG,2022-01-20 19:30:45
468,Taksimo,56.3444,114.8794,-18.31,95,14,0.85,RU,2022-01-20 19:30:45
469,Saldanha,-33.0117,17.9442,66.25,84,0,20.85,ZA,2022-01-20 19:30:45
470,Namatanai,-3.6667,152.4333,79.02,83,99,7.31,PG,2022-01-20 19:30:46
471,Jiangyou,31.7667,104.7167,46.56,86,100,4.03,CN,2022-01-20 19:30:46
472,Marrakesh,31.6315,-8.0083,60.87,29,40,3.44,MA,2022-01-20 19:30:46
473,Kyzyl-Suu,42.3414,78.0056,19.17,56,36,10.76,KG,2022-01-20 19:30:46
474,Belebey,54.1167,54.1167,1.78,91,33,6.53,RU,2022-01-20 19:30:47
475,Abnub,27.2696,31.1511,48.42,44,0,7.38,EG,2022-01-20 19:30:47
476,Ngama,11.7833,17.1667,67.62,24,12,10.69,TD,2022-01-20 19:30:47
477,Kihei,20.785,-156.4656,77.85,77,0,0.0,US,2022-01-20 19:28:08
478,Misratah,32.3754,15.0925,57.6,49,88,3.09,LY,2022-01-20 19:30:47
479,Ongole,15.5,80.05,71.78,80,11,7.4,IN,2022-01-20 19:29:31
480,Medzilaborce,49.2719,21.9007,28.89,82,26,1.99,SK,2022-01-20 19:30:48
481,Salvador,13.8333,-88.9167,85.05,25,6,1.39,SV,2022-01-20 19:30:48
482,Yingcheng,30.95,113.55,42.85,76,100,11.03,CN,2022-01-20 19:30:48
483,At-Bashi,41.1702,75.8106,-0.62,69,34,4.07,KG,2022-01-20 19:30:49
484,Kitob,39.0843,66.8332,34.38,37,0,4.41,UZ,2022-01-20 19:30:49
485,Skelleftea,64.7507,20.9528,32.36,50,0,1.99,SE,2022-01-20 19:30:49
486,Vao,-22.6667,167.4833,77.45,85,100,20.22,NC,2022-01-20 19:30:49
487,Uch,45.3192,-0.9345,40.19,80,11,8.75,FR,2022-01-20 19:30:50
488,Spassk-Ryazanskiy,54.4072,40.3806,19.83,87,100,15.79,RU,2022-01-20 19:30:50
489,Dzaoudzi,-12.7887,45.2699,78.69,89,0,8.05,YT,2022-01-20 19:30:50
490,Bakchar,57.0186,82.0711,-0.96,99,84,3.83,RU,2022-01-20 19:30:51
491,Burnie,-41.0667,145.9167,54.95,93,12,7.81,AU,2022-01-20 19:30:51
492,Yantai,37.5333,121.4,27.86,54,0,3.67,CN,2022-01-20 19:30:51
493,Arruda Dos Vinhos,38.9841,-9.0775,56.03,67,0,4.23,PT,2022-01-20 19:30:51
494,Genhe,50.7833,121.5167,-6.99,94,100,0.38,CN,2022-01-20 19:30:52
495,Bonthe,7.5264,-12.505,80.02,77,85,9.01,SL,2022-01-20 19:30:52
496,Millinocket,45.6573,-68.7098,21.9,49,0,12.66,US,2022-01-20 19:30:53
497,Borskoye,53.0333,51.7167,8.1,97,99,4.18,RU,2022-01-20 19:30:53
498,Alugan,12.2188,125.4808,76.75,85,64,10.11,PH,2022-01-20 19:30:53
499,Fare,-16.7,-151.0167,81.14,78,100,21.39,PF,2022-01-20 19:30:53
500,Siocon,7.7061,122.1353,76.12,84,100,2.39,PH,2022-01-20 19:30:54
501,Talara,-4.5772,-81.2719,86.76,54,0,19.66,PE,2022-01-20 19:30:54
502,Svetlyy,54.675,20.1347,33.85,65,100,28.61,RU,2022-01-20 19:30:54
503,Kiranur,10.5699,78.7868,73.11,77,84,1.88,IN,2022-01-20 19:31:55
504,Vanavara,60.34,102.2797,10.33,95,100,5.53,RU,2022-01-20 19:31:55
505,Mandera,3.9366,41.867,85.59,30,23,8.16,KE,2022-01-20 19:31:55
506,Zhanaozen,43.3,52.8,31.03,96,100,14.09,KZ,2022-01-20 19:31:56
507,Benghazi,32.1167,20.0667,57.81,64,50,7.78,LY,2022-01-20 19:31:56
508,Dongsheng,39.8161,109.9776,23.72,93,100,16.53,CN,2022-01-20 19:31:56
509,Monteagudo,-19.8167,-63.9833,91.18,29,38,10.49,BO,2022-01-20 19:31:56
510,Taunggyi,20.7833,97.0333,48.96,93,2,4.54,MM,2022-01-20 19:31:57
511,Veshenskaya,49.6303,41.7334,7.45,99,90,7.47,RU,2022-01-20 19:31:58
512,Biltine,14.5333,20.9167,65.66,19,18,11.3,TD,2022-01-20 19:31:58
513,Isangel,-19.55,169.2667,80.98,84,87,9.86,VU,2022-01-20 19:31:58
514,Shingu,33.7333,135.9833,32.32,69,2,7.43,JP,2022-01-20 19:31:59
515,Constitucion,-35.3333,-72.4167,65.28,51,0,16.17,CL,2022-01-20 19:31:59
516,Terney,45.0503,136.6092,0.73,86,4,14.32,RU,2022-01-20 19:31:59
517,Cabra,37.4725,-4.4421,51.66,47,0,3.0,ES,2022-01-20 19:31:59
518,Ust-Kut,56.7938,105.7672,-9.11,100,92,1.97,RU,2022-01-20 19:32:00
519,Zharkent,44.1628,80.0,31.41,84,78,6.55,KZ,2022-01-20 19:32:01
520,Lakes Entrance,-37.8811,147.981,53.58,85,3,4.43,AU,2022-01-20 19:32:01
521,Ormara,25.2088,64.6357,73.51,88,0,19.69,PK,2022-01-20 19:32:02
522,Cururupu,-1.8283,-44.8683,83.35,68,13,6.11,BR,2022-01-20 19:32:02
523,Ocampo,21.65,-101.5,69.28,14,100,3.22,MX,2022-01-20 19:32:03
524,Vaitape,-16.5167,-151.75,81.27,76,100,21.16,PF,2022-01-20 19:32:03
525,Tazovskiy,67.4667,78.7,11.43,92,100,17.11,RU,2022-01-20 19:32:03
526,Broome,42.2506,-75.833,21.22,65,20,5.01,US,2022-01-20 19:32:04
527,Glendive,47.1053,-104.7125,24.53,67,0,12.66,US,2022-01-20 19:32:04
528,Khuzhir,53.1939,107.3397,12.13,91,91,3.04,RU,2022-01-20 19:32:04
529,Andenes,69.3143,16.1194,33.78,75,75,27.63,NO,2022-01-20 19:27:54
530,Pascagoula,30.3658,-88.5561,48.22,90,100,13.8,US,2022-01-20 19:31:26
531,Faya,18.3851,42.4509,51.91,77,0,3.91,SA,2022-01-20 19:32:05
532,Uvalde,29.3669,-99.767,39.52,41,100,13.8,US,2022-01-20 19:32:05
533,Atar,20.5169,-13.0499,76.33,13,89,7.31,MR,2022-01-20 19:32:06
534,Aldan,58.6031,125.3894,-15.11,95,45,4.59,RU,2022-01-20 19:32:06
535,Ler,8.3018,30.1418,77.63,20,38,7.56,SS,2022-01-20 19:32:07
536,Labuhan,-6.8844,112.2051,75.04,87,100,5.68,ID,2022-01-20 19:32:07
537,Kangaatsiaq,68.3065,-53.4641,17.19,82,100,18.88,GL,2022-01-20 19:32:07
538,Barabai,-2.5833,115.3833,73.54,98,100,2.3,ID,2022-01-20 19:32:08
539,Inirida,3.8653,-67.9239,83.89,68,100,2.39,CO,2022-01-20 19:32:08
540,Paredon,16.0333,-93.8667,85.05,54,0,10.02,MX,2022-01-20 19:32:08
541,Richards Bay,-28.783,32.0377,71.2,87,4,5.1,ZA,2022-01-20 19:32:09
542,Aksarka,66.5606,67.7975,15.53,88,100,20.47,RU,2022-01-20 19:32:09
543,Alekseyevsk,57.8406,108.3492,-6.59,100,80,3.2,RU,2022-01-20 19:32:09
544,Frenkendorf,47.5069,7.7165,38.32,83,0,1.01,CH,2022-01-20 19:32:10
545,Maceio,-9.6658,-35.7353,89.04,58,20,13.8,BR,2022-01-20 19:32:10
546,Sorong,-0.8833,131.25,79.79,80,100,2.57,ID,2022-01-20 19:32:10
547,Pisco,-13.7,-76.2167,77.05,69,0,23.02,PE,2022-01-20 19:32:11
548,Wellington,-41.2866,174.7756,63.77,84,17,1.01,NZ,2022-01-20 19:31:58
549,Henties Bay,-22.116,14.2845,70.86,87,100,3.18,NA,2022-01-20 19:33:11
550,Cordoba,-31.4135,-64.1811,87.6,69,75,13.8,AR,2022-01-20 19:32:40
